origin,destination,count,delay
LAS,ABQ,1268,536
MDW,TUS,501,220
ORD,SJC,666,236
ATL,SCE,39,10
IAH,BHM,1587,710
BMI,DEN,3,2
CLT,BWI,3378,1466
MDW,HOU,2077,821
STL,TPA,731,262
IAH,MLU,794,217
TOL,ORD,962,220
IAH,PIT,768,280
ATL,ICT,969,230
JAX,HOU,372,143
MDW,PDX,649,264
MDW,SEA,1028,501
DFW,FWA,649,272
CLT,EWR,4120,1777
BOI,OAK,660,162
RDU,STL,487,118
HOU,STL,1211,470
EWR,SAV,662,252
ATL,LNK,325,142
PHL,CLT,3103,1174
LAS,OMA,838,351
OAK,GEG,633,278
SJC,AUS,613,257
TPA,HOU,965,318
OAK,PDX,1779,742
SFO,BFL,661,196
SFO,COS,5,2
ORD,SCE,664,355
ORD,ALB,873,367
HOU,MEM,625,326
DEN,GUC,277,130
DTW,TTN,218,71
STL,DEN,1875,639
ORD,JFK,1577,658
FLL,ORD,2534,926
ATL,SBN,1124,431
DEN,PIA,5,4
DEN,SAF,299,139
DEN,DIK,340,133
SMF,LGB,661,228
CMH,IAD,35,8
CLT,LAX,1958,888
CHS,BWI,1023,338
IND,HOU,536,159
DTW,PHL,1989,686
LIT,ORD,2039,797
MIA,ORF,239,99
DEN,MLI,189,85
DEN,HLN,334,166
IAH,EWR,3217,1399
DEN,ONT,1160,491
HNL,IAH,334,157
BNA,EWR,1853,664
IAD,MDW,676,177
LAS,OKC,664,308
MCI,IND,606,270
MDW,PIT,1761,683
MSY,MCO,1141,418
STL,BOS,684,273
OGG,DFW,504,107
DEN,LIT,625,261
ORD,MLI,1612,546
ORD,TVC,1784,559
DEN,GCC,634,171
MSY,FLL,932,434
CLT,JAX,2085,840
HOU,BWI,1051,388
MIA,MSY,622,290
JFK,ABQ,274,113
JFK,DEN,816,305
DFW,RDU,1611,585
PBI,TTN,57,37
DAY,ORD,2693,1060
DFW,GJT,852,282
EWR,CMH,912,305
CLT,STL,943,402
BNA,SAT,574,149
HOU,CHS,341,169
MDW,ICT,613,233
HOU,FLL,678,360
HOU,JAX,373,233
ORD,SNA,2164,765
DFW,BHM,612,272
IAH,SHV,1470,520
ORD,FAR,2100,837
PBI,ACY,155,61
RDD,SFO,727,174
IAH,CVG,1076,502
BNA,AUS,627,240
DAL,TPA,672,307
MDW,SJC,334,126
HOU,MCI,618,247
MCO,SLC,1239,414
ORD,CHO,869,376
CLT,BNA,1291,497
ORD,SMF,534,275
ELP,AUS,867,308
HOU,BHM,610,348
LIT,DAL,1018,336
ORF,BWI,1144,428
MIA,MSP,845,357
DFW,FAR,367,117
IND,DEN,1849,611
BWI,BHM,592,200
BWI,HOU,1067,382
BWI,JAX,1109,532
DTW,STL,1338,391
MDW,TPA,1450,541
HOU,RDU,507,268
CLT,SLC,618,207
LAX,EUG,512,217
ANC,ORD,640,278
BWI,ORF,1147,582
RDU,PHL,855,262
ATL,MEM,3111,896
HOU,BNA,1234,602
MSY,TPA,984,311
LGB,AUS,475,156
ORD,HSV,628,241
PHL,FLL,1907,731
BWI,CLE,1190,504
BWI,GRR,647,257
BWI,PBI,968,485
SAN,ABQ,618,262
STL,BNA,628,226
PHX,ANC,393,132
FLL,RIC,334,168
EWR,DSM,212,103
DFW,LEX,776,356
DEN,HYS,572,144
IAH,SNA,1512,494
PHL,DTW,1999,642
FLL,IAD,83,54
SAN,JFK,1712,536
ATL,ROC,973,246
AUS,SAN,628,210
DCA,MIA,2973,1280
ORD,BDL,1521,656
PHL,LGA,226,77
IAH,DSM,443,210
IAH,AEX,926,297
MDW,CLT,637,272
MDW,ROC,511,261
MIA,SEA,344,154
MIA,GSO,151,63
STL,MKE,597,219
SEA,BLI,248,134
MIA,RIC,50,21
MDW,ALB,672,323
ATL,BDL,2342,558
ORD,RDU,1894,789
CVG,PHX,98,50
HNL,EWR,330,77
ATL,IND,3811,1325
DTW,MDW,2798,1057
MDW,BDL,890,374
MDW,CLE,1813,740
MDW,PVD,892,353
ATL,DAL,2856,724
ORD,FNT,1859,536
MIA,TLH,426,127
SAN,EWR,983,269
MDW,CMH,1821,761
STL,MCI,1196,458
STL,MSY,572,218
ORD,BWI,2468,1004
EWR,CHS,1275,437
MDW,MEM,628,263
HOU,ELP,904,399
MIA,BNA,51,16
JFK,IAD,951,349
SEA,JFK,2096,829
ATL,BWI,5838,1894
TTN,DTW,218,68
IAD,TYS,22,13
HNL,SFO,2065,659
DEN,OAK,1242,449
FLL,IAG,206,100
DEN,GTF,774,309
DEN,MSO,567,220
DEN,MTJ,459,212
IAD,IND,30,16
MCI,LAS,1611,508
DEN,RKS,632,157
DEN,FAT,1005,480
BWI,ROC,716,357
OGG,SFO,1426,475
DEN,GJT,454,163
CLT,PVD,1053,468
BWI,ISP,1546,718
CLT,SYR,594,269
TTN,STL,3,2
ORD,MEM,2228,926
LAX,DTW,2003,855
SAN,IAD,1150,327
SAN,MIA,389,139
DFW,ICT,805,306
SFO,PIT,268,82
LAX,CLT,1959,869
SAN,CLT,716,297
SFO,CLE,447,151
SFO,MSY,213,66
LAS,IAD,1171,371
LIH,PHX,343,49
LAX,IAD,3525,1070
KOA,SEA,591,173
OGG,SEA,1241,529
SEA,IAD,1124,297
SMF,JFK,282,119
LAX,BOS,4056,1348
LIH,SEA,561,149
SMF,ATL,556,196
DEN,PBI,74,30
DEN,RSW,386,131
ABQ,JFK,274,123
LAS,BOS,1027,450
LAX,PBI,77,43
PHX,CVG,96,33
PHX,IND,1306,534
FAR,MSP,1715,593
BTR,ATL,2511,1249
MFE,IAH,1957,551
PDX,SFO,4179,1274
HSV,ATL,2463,705
SYR,ATL,963,188
BTV,ATL,302,96
STL,CLT,942,406
BWI,SFO,292,63
MEM,CLT,691,292
BHM,TPA,628,182
LGA,ATL,8215,2686
MDW,PHL,1892,783
AUS,ORD,2283,728
JFK,ATL,1913,608
ATW,ATL,416,107
BZN,MSP,688,232
PNS,ATL,2268,495
DSM,EWR,191,67
BMI,ATL,877,332
AVP,ORD,506,226
IAD,EWR,734,296
ABE,ORD,665,260
TTN,ATL,325,161
GJT,DEN,454,139
INL,BRD,2,1
RAP,SLC,420,103
COD,DEN,316,135
CIU,DTW,613,269
CLE,RSW,621,225
MKE,LAS,1092,269
MKE,STL,590,164
ONT,SLC,940,138
PIA,ATL,898,378
GRK,ATL,596,295
BHM,ORD,1011,450
PSC,SLC,931,194
GRR,ATL,1290,197
DAY,DEN,435,126
ELP,ATL,699,198
MCI,DTW,1421,417
MGM,ATL,2202,942
OMA,DTW,720,183
IAD,CVG,75,19
FAR,DFW,366,111
BZN,SLC,1065,258
PDX,ATL,1089,295
ABQ,ATL,801,172
GSP,IAH,498,140
TTN,MCO,486,211
LEX,DFW,776,248
SBN,ATL,1129,425
SBP,PHX,717,136
GEG,LAX,159,66
CLE,BNA,794,198
MHT,ATL,333,33
GPT,ATL,1414,371
COS,ATL,305,88
EWR,JAX,1020,385
LAN,ATL,14,8
TPA,ILG,34,13
LGA,XNA,514,209
EWR,MSY,1095,299
AUS,MCO,998,451
SJC,BUR,2133,726
VPS,ATL,2208,517
LAS,EWR,1728,425
MDW,LAX,1858,814
PIA,DFW,929,318
JAX,PHL,383,107
ALB,MCO,691,147
MCI,ATL,3490,925
SAN,BWI,701,225
BNA,MIA,52,26
SNA,ATL,970,211
GRR,DTW,1399,351
CLE,DTW,619,244
SCE,ATL,40,16
CMI,DFW,332,119
LIT,LGA,75,47
IDA,SLC,1323,200
STL,MSP,2254,875
TTN,MDW,45,25
DAY,MSP,603,157
RDU,SFO,518,142
ONT,IAH,473,166
DVL,JMS,285,92
PDX,SMF,1597,625
PDX,HNL,714,251
SJC,LIH,190,54
BOS,HOU,926,286
BOS,AUS,402,104
PIT,FLL,769,172
PBI,ATL,4197,1154
TUS,ATL,616,146
BOS,RIC,2297,874
EWN,ATL,575,208
BQK,ATL,878,293
LEX,LGA,42,13
PBI,DEN,73,34
LSE,ORD,1153,299
BUR,SFO,1589,583
GRB,MSP,1060,348
RKS,DEN,632,147
MIA,TPA,1998,776
BUF,FLL,588,135
LBB,AUS,320,58
PDX,ORD,2164,752
LGA,CLE,2692,790
PVD,DTW,799,202
FAR,ORD,2101,790
CAE,LGA,423,175
CMH,LAS,622,178
CMH,RSW,482,99
ANC,SCC,666,215
BUR,SLC,828,207
BUR,SMF,2102,597
JAC,SLC,948,158
MCI,MCO,909,308
PVD,TPA,676,162
RIC,MCO,685,165
BDL,DFW,640,220
IAH,CLE,1166,446
PIT,PHL,929,370
BDL,DEN,346,105
SJC,ORD,665,226
TPA,LAX,603,234
MEI,DFW,334,131
AUS,DTW,318,117
SBN,MSP,553,218
SLC,DTW,1388,339
GSO,ATL,2668,779
MSP,MDW,3027,1036
MCO,CLE,1383,540
CVG,MCO,890,267
MDW,STL,2147,911
AUS,PHL,269,107
SDF,BWI,1126,419
GSP,ATL,2471,693
ELM,ATL,15,10
MBS,ATL,9,7
CLE,TPA,536,173
PHL,JAX,384,128
ICT,DFW,805,289
ORD,JAX,467,192
HNL,LAS,811,284
JFK,SAV,669,251
ALB,CLT,705,223
PHL,MSP,2365,828
BDL,RSW,399,111
HPN,FLL,674,308
EWR,RSW,1380,468
COS,SEA,334,127
SEA,LGB,793,332
DTW,IAD,698,240
EWR,GSO,862,316
BNA,TPA,1230,520
IAD,PVD,61,31
PWM,CLT,334,110
SAN,HOU,687,294
ATL,TRI,1929,592
ATL,OMA,1615,454
CHA,ATL,2711,937
MEM,MIA,151,43
EWR,ROC,747,197
IAD,ATL,2636,801
LAX,BZN,142,77
JFK,CLT,2576,876
TUS,MDW,502,117
MQT,ORD,286,79
JFK,RDU,1595,551
ORD,MSY,1399,608
ATL,ILM,1612,538
CLE,LAS,1380,402
SAT,CLT,359,149
STL,RDU,487,252
EWR,GSP,687,277
IAD,JAX,13,12
DFW,MLI,940,385
DCA,SFO,664,195
TTN,FLL,230,67
FLL,MSY,935,218
TUL,SLC,289,78
BDL,MSP,847,211
ORD,PDX,2149,865
FLL,SFO,1244,397
SLC,SAN,2265,666
ATL,BHM,3211,869
SFO,MMH,146,51
PIA,DEN,5,3
EWR,SDF,631,257
LAS,MCO,942,467
DCA,LAX,1000,277
MEM,ATL,3108,865
ATL,SGF,1294,456
ACY,PBI,155,42
MDW,SLC,772,309
MCO,BDL,1672,637
DCA,PBI,978,371
BNA,CHS,349,134
HOU,SAN,683,274
EWR,BWI,251,87
STL,PHL,626,291
ORD,PNS,223,81
MDW,TTN,45,33
EWR,JAC,40,25
DCA,LGA,4303,1517
BNA,BWI,1883,747
JAX,DCA,669,124
ABY,ATL,876,309
IAH,GJT,260,79
MSP,OKC,371,155
SFO,LIH,438,137
IAH,HRL,1201,386
MEM,TPA,334,113
BHM,ATL,3212,814
ATL,CHA,2740,996
MCI,MKE,612,224
STL,LAX,1458,409
BOS,SAV,334,111
ILG,TPA,34,22
CLT,SFO,1819,743
CLT,SEA,837,385
TPA,ROC,312,141
ATL,SMF,556,151
ABI,DFW,2329,686
ORD,TYS,2099,897
ATL,DAB,1489,442
LAS,RDU,334,144
STL,EWR,1864,732
OAK,HNL,522,201
JFK,HNL,314,165
ATL,DAY,1303,421
LAS,TPA,572,278
SNA,PDX,1146,288
SLC,STL,478,142
RIC,BOS,2297,701
ATL,HPN,1879,865
PDX,ANC,913,244
PHX,DCA,976,450
ORD,BZN,248,99
ORD,PSP,346,123
OAK,KOA,335,99
SEA,HNL,1744,704
ATL,LEX,2280,685
BNA,LGA,2472,1031
ATL,PBI,4197,1438
ATL,GSO,2667,888
MCO,TTN,486,234
ILM,ATL,1612,493
STL,IAH,594,213
BDL,TPA,960,270
MCO,CMH,1049,363
MSP,LGA,2146,784
ATL,HSV,2463,711
PHX,SDF,334,122
SEA,MKE,541,159
DFW,TLH,661,313
MSP,DAY,572,201
HOU,PIT,332,144
ORD,PBI,580,195
JNU,YAK,331,128
SEA,TUS,372,136
ATL,ASE,100,46
MDT,MCO,85,30
GSO,ORD,499,155
ORD,HNL,334,212
STL,OKC,421,128
STL,TUL,334,106
DEN,CMH,696,263
IAH,CMH,945,434
MMH,SFO,146,52
MSP,CID,682,312
IAH,JAX,629,370
ORD,MTJ,118,62
GSP,IAD,8,3
SNA,SLC,1570,341
MCO,ISP,1065,384
DFW,RNO,747,283
SEA,ANC,6382,2769
ORD,BUF,2005,715
DTW,BUF,796,246
DAL,ICT,597,273
LAX,MKE,380,164
JNU,SIT,755,259
MCO,CVG,890,339
LAX,SAF,230,95
ATL,VLD,935,385
LAX,CMH,588,207
OMA,STL,940,294
DAL,SNA,536,259
LAS,ICT,334,134
MCO,ALB,681,245
DFW,ABI,2327,748
DFW,SJT,1628,545
ATL,MLU,1210,450
BWI,EWR,245,94
DLH,ORD,1101,550
MCO,CAK,546,184
MCO,FNT,339,125
SDF,TPA,375,64
ATL,HNL,334,134
ATL,LIT,1976,491
GSP,EWR,694,250
ATL,JAN,2297,623
LRD,IAH,920,257
ATL,TUL,1516,485
DTW,EWR,2175,762
PDX,OAK,1793,735
BWI,FNT,538,230
LAS,LGB,1139,423
ORD,MHK,649,208
SLC,GEG,1203,311
SLC,CPR,818,132
IAH,JAC,101,34
SLC,GTF,887,239
MCO,DAY,348,145
SLC,VEL,205,19
MSP,INL,243,58
PHX,GEG,922,267
MSP,SLC,1850,533
MSP,SMF,541,173
MSN,ATL,893,215
MRY,SFO,817,200
PDX,OGG,580,142
ATL,MGM,2202,824
SAN,PHL,794,235
GEG,LAS,648,221
STL,FLL,493,203
TPA,DAL,673,204
SAN,MDW,1171,378
ORF,LGA,402,183
MSP,RAP,1326,447
OAJ,ATL,1136,416
IAH,SLC,2042,705
LAS,CLT,1554,574
PHX,CLE,726,334
ORH,MCO,332,83
CVG,MSP,384,153
ATL,TLH,2106,674
PBI,ISP,697,309
FLL,LAX,1752,725
DFW,FAT,617,204
BNA,MSP,988,340
ALB,TPA,383,53
DFW,SDF,298,107
MSP,SFO,2446,878
BNA,LAS,891,186
ISP,BWI,1551,596
LIH,SAN,199,41
MLU,ATL,1209,540
YAK,CDV,331,94
SAT,ORD,1072,362
VLD,ATL,935,359
BOI,LAS,655,297
ROC,ATL,973,201
JAN,ATL,2297,521
IAD,GSP,8,2
SIT,KTN,334,138
PDX,SJC,2248,742
TUL,DAL,927,312
ICT,LAS,334,92
ROC,MCO,394,78
LAX,RDU,804,278
DAY,ATL,1304,321
DTW,CIU,613,211
TYS,EWR,306,52
IND,CLT,824,287
MDW,SDF,1159,472
FLL,SWF,335,147
DCA,CHS,649,222
RSW,EWR,1371,422
SJT,DFW,1628,503
MDW,SAN,1184,524
MDT,ATL,956,212
EWR,SNA,736,218
MCI,LAX,981,424
STL,SFO,881,335
PVD,ATL,947,233
TTN,BNA,2,2
DFW,GRI,634,182
CHO,ATL,939,273
FLL,TTN,231,68
SFO,JAC,169,86
MSY,EWR,1094,408
GNV,ATL,2089,884
CMH,MCO,1052,283
HOU,EWR,862,336
ALB,ATL,937,231
EWR,ALB,170,46
PDX,ABQ,228,82
MSY,BNA,1048,309
ROC,TPA,313,71
SAT,MCO,495,182
PSP,ORD,344,140
IND,JFK,154,63
JAC,ATL,102,20
CAK,ATL,2042,478
PIT,MDW,1777,525
SAN,MSY,334,141
MTJ,ATL,35,13
IAH,VPS,901,378
IAH,TYR,688,199
LGB,LAS,1141,397
EGE,DEN,6,5
SMF,BUR,2092,751
CLE,ATL,2851,616
CVG,JFK,332,110
INL,MSP,243,90
ABQ,MCI,315,113
AUS,MSY,344,106
ATL,SRQ,1930,549
DFW,CRW,146,90
DEN,MDT,2,2
IAH,OMA,1210,478
MTJ,ORD,118,54
LAX,DCA,1000,318
BIL,SLC,1059,226
FNT,MCO,339,44
ORD,EAU,668,244
FLL,LBE,275,84
GTF,SLC,887,194
LAX,BWI,1118,395
MIA,CLT,2982,763
MSP,IND,902,220
SEA,SLC,3463,1286
SEA,CLT,836,388
BNA,MCI,1080,376
EWR,AVL,174,57
MDW,ORF,538,252
CDV,ANC,331,109
JAC,MSP,134,16
PHX,BOS,1431,588
TLH,DFW,661,244
DFW,EVV,360,148
LGA,CMH,1439,645
TRI,ATL,1928,631
ATL,LFT,1197,437
CAK,TPA,375,80
STL,RSW,546,204
ATL,OKC,1974,575
TPA,BWI,2182,791
TPA,MCI,493,183
SLC,CNY,206,27
ATL,RST,317,100
ATL,CSG,1067,440
SFO,DCA,664,231
AUS,CLT,423,165
HNL,SEA,1744,700
ATL,DHN,1260,443
JAX,EWR,913,346
SLC,COS,597,130
OMA,LAS,833,224
JNU,PSG,332,171
DTW,SAV,159,61
DFW,BMI,652,263
SLC,OMA,480,181
LGA,DAY,403,185
MSP,PHL,2372,739
JFK,CHS,1201,419
SLC,SEA,3460,1310
BWI,SDF,1125,424
MDW,JAX,334,130
MDW,RSW,1181,393
FAY,ATL,1633,570
FNT,TPA,231,48
LIT,LAS,334,111
MIA,BWI,1097,481
ATL,SLC,2545,660
BZN,ATL,97,33
SAT,SLC,557,76
ISN,IAH,321,68
RSW,PHL,960,360
PHX,PIT,978,320
RSW,CMH,489,139
SEA,DCA,657,183
JFK,HOU,339,120
DHN,ATL,1260,538
EGE,ORD,109,43
CVG,ATL,2372,661
RDU,FLL,626,184
OGG,ANC,67,17
TPA,DCA,2684,758
ALB,IAD,3,2
TYR,IAH,688,169
ALB,BWI,1701,419
STL,BWI,1193,409
SMF,SNA,2118,786
CHS,DCA,649,202
MSP,ICT,634,255
MSP,PDX,1292,393
MSP,SAT,236,100
HNL,OAK,520,179
AZO,ORD,1326,355
SLC,AUS,588,214
TYS,IAD,22,10
MDW,LGA,2184,977
MYR,ATL,1420,441
ATL,CLE,2850,809
COU,DFW,660,234
KOA,SFO,694,162
ATL,PHL,6608,2326
FLL,AUS,789,265
SDF,MCO,367,79
SAN,BOI,334,100
PHX,MRY,629,274
ISP,FLL,567,124
CSG,ATL,1068,382
LFT,ATL,1195,548
ATL,CHO,940,357
MHT,MCO,704,159
ATL,MLI,760,400
MDW,BWI,1977,808
MEM,MDW,626,175
ATL,BUF,1568,412
HNL,PDX,714,277
BUR,PDX,958,181
ATL,PNS,2268,684
SLC,TUS,939,239
TLH,MIA,427,116
SLC,EUG,624,106
TUS,SEA,372,92
HNL,SJC,558,234
ATL,DSM,925,238
SBA,SEA,449,121
ATL,ATW,414,138
OMA,ATL,1552,352
PHX,CMH,1052,409
ATL,VPS,2207,636
ATL,GSP,2470,727
MSP,BIS,1503,503
SRQ,ATL,1930,418
MSP,MCI,1897,648
SLC,ONT,940,267
ATL,OAJ,1136,518
TPA,HPN,334,135
SLC,PSC,932,218
SDF,DFW,298,123
PSG,WRG,332,132
DTW,SBN,1303,382
BMI,MCO,34,27
HNL,SAN,639,228
JFK,IND,154,53
JFK,ORF,126,54
SLC,MSO,1004,290
ANC,CDV,331,138
ICT,DAL,597,170
TYS,ATL,1718,542
ATL,MOB,2254,896
ATL,MYR,1421,509
KOA,OAK,334,66
TLH,ATL,2106,597
IAH,STL,867,371
DTW,MSN,1422,448
DTW,MSY,983,347
IAH,MSP,1672,648
AVL,EWR,174,67
TTN,TPA,184,93
SDF,LAS,342,116
ATL,EVV,960,361
LAS,PHL,2147,774
MDW,IAD,675,221
SNA,SEA,2762,748
IND,MSP,971,264
ABE,ATL,898,298
COS,SLC,597,148
EWR,RIC,967,408
STT,MIA,935,321
MRY,PHX,628,213
LAS,ALB,274,131
ATL,ROA,1496,530
CVG,EWR,1479,455
ATL,AEX,1233,498
BNA,PNS,599,217
BWI,PIT,962,470
ATL,PDX,1087,261
GSP,LGA,8,4
MLI,ATL,760,363
JAC,LAX,256,125
LAS,BWI,1713,670
WRG,KTN,332,130
LGB,OAK,1001,256
ATL,TYS,1719,540
DIK,DEN,341,79
BWI,PVD,2498,1117
TPA,SAT,325,112
ICT,ATL,968,236
MOB,ATL,2253,957
EUG,SLC,624,82
EVV,DTW,779,250
SAV,LGA,430,176
MCI,OAK,296,106
CRW,ATL,1314,559
HNL,PPG,107,41
ISN,MSP,1063,312
HNL,ORD,334,90
BWI,MSY,828,284
MDW,OAK,995,444
SLC,RNO,953,252
IAD,PBI,59,23
ICT,MSP,633,263
ATL,SAV,3140,974
ORD,ATW,1434,550
SDF,ATL,2739,676
SAV,DTW,174,94
BOS,CVG,278,133
DSM,ATL,927,229
MCO,SDF,367,136
IAD,SDF,6,4
FSM,ATL,672,251
ATL,SHV,2032,695
SLC,DCA,631,231
JFK,OAK,284,94
LAS,CMH,620,225
TPA,ACY,335,169
CDV,YAK,331,96
IAH,GPT,1257,494
ALB,MDW,668,218
CMH,BWI,1423,504
HOU,PNS,334,196
LAS,SDF,342,160
IAD,CHS,4,4
CMH,MSP,474,162
PHF,ATL,1260,483
IAD,CAE,193,109
SLC,BOS,578,154
BIS,MSP,1503,589
MSP,BOS,1817,514
PIT,MSP,546,154
GSO,LGA,1295,549
CID,MSP,714,364
IND,EWR,1287,502
RDU,MCO,979,301
STT,FLL,311,113
LAX,ITO,261,102
SCC,BRW,666,258
SAT,BNA,569,152
MSP,BIL,644,120
JFK,BUR,334,101
EWR,SLC,292,90
MCO,HPN,1246,540
OKC,STL,418,167
PHX,BUF,334,163
MSY,DCA,754,230
BLI,HNL,156,40
MSP,DCA,1655,497
MSP,FAR,1718,540
BUF,ATL,1569,310
MSO,SLC,1004,262
KTN,SEA,1319,527
TUL,STL,335,116
ORF,MIA,240,73
CLT,RIC,1349,552
PWM,BWI,998,313
CLT,PWM,334,140
ROA,ATL,1496,510
ORD,MOB,287,126
CMH,MIA,593,228
LAX,RDM,240,89
PDX,BUR,958,228
HOU,JFK,338,144
ORD,MQT,286,113
GSP,BWI,376,185
PNS,HOU,334,85
EGE,LAX,110,43
SCE,ORD,660,224
CHS,LGA,150,55
MSY,ORD,1364,565
PHL,SLC,616,236
LGB,PDX,750,251
DAY,BWI,695,221
RSW,PIT,450,131
SYR,MCO,334,83
CMH,BNA,624,174
FLL,LAS,1033,323
TPA,MSP,1069,300
LGA,LIT,74,66
MSY,SEA,334,116
LAX,MEM,255,84
AVL,ATL,1856,579
ATL,COS,305,120
SIT,JNU,662,224
FLL,BNA,780,202
IND,DCA,718,172
LAS,MSY,705,271
FLL,SEA,334,149
YAK,JNU,331,65
SAT,SEA,334,79
AUS,SEA,461,153
MDT,DEN,2,2
TPA,PIT,846,314
PSP,SEA,839,262
MIA,CVG,609,202
CLE,LAX,804,313
ATL,AUS,3154,1050
MCO,SEA,440,169
BHM,MDW,631,188
PNS,BNA,598,226
BRW,ANC,332,91
ATL,EWN,575,254
ATL,BTV,301,159
SWF,MCO,334,146
IAH,SAV,454,199
DAL,BNA,903,443
ATL,BNA,3230,923
GSO,DEN,133,52
BOI,SLC,1578,389
SDF,EWR,737,281
IAH,BWI,993,408
MCI,BWI,802,270
LGA,LEX,42,14
ATL,EYW,1423,438
BNA,FLL,781,284
BNA,JAX,901,353
ATL,FAR,39,20
MSY,BWI,814,241
ATL,GTR,927,282
CHS,IAD,4,4
MKG,ORD,667,235
TPA,ALB,385,143
BOS,IAD,2020,617
STL,CMH,591,283
STL,DTW,1316,507
STL,GRR,326,179
LGA,CAK,500,208
SEA,FAI,1316,483
JFK,SMF,282,90
ATL,RAP,15,8
EWR,TUL,4,3
RIC,CLT,1350,463
STL,DCA,973,346
ORD,PVD,504,244
ATL,ABQ,803,202
SAT,LAS,1275,330
MSP,MSN,1233,371
MSP,OMA,1286,443
MSN,DEN,724,213
MSP,EWR,1368,468
LGA,BHM,490,224
ATL,AZO,19,6
ATL,LAN,13,6
RSW,IAD,88,50
DTW,CLE,679,247
TPA,PVD,682,205
ATL,ABY,876,347
BNA,DAL,904,275
ELP,LAS,652,235
MIA,SAN,389,176
ATL,ELM,15,11
SLC,DSM,75,27
PBI,IAD,59,37
FLL,MYR,376,131
MDW,ONT,325,137
CLT,ORF,603,247
BWI,CHS,1024,441
JFK,JAX,965,401
SFO,PSC,365,134
KTN,JNU,334,110
BNA,RDU,993,337
ATL,PWM,612,168
DCA,CAK,273,67
ATL,PIA,896,379
RSW,CLE,621,263
LIH,DEN,41,7
BNA,CLE,795,268
BNA,PIT,334,118
BNA,CMH,639,297
BNA,PHL,632,284
ATL,FNT,954,300
ATL,ALB,937,303
ATL,MLB,1332,428
MIA,BHM,547,218
ATL,XNA,1576,552
MDW,RDU,1064,402
OAK,JFK,285,113
MDW,DSM,643,262
DTW,PIT,625,214
HOU,OAK,633,199
HOU,ABQ,950,421
BUR,JFK,334,132
MSP,GEG,770,216
ORD,DBQ,928,271
MIA,GNV,594,225
LAX,CLE,808,271
SJC,BOS,207,107
SLC,EKO,531,160
SLC,LWS,587,110
MDW,GSP,629,273
SEA,EWR,1513,458
BWI,PWM,998,440
ITO,LAX,261,77
SFO,BWI,294,133
MYR,BOS,334,93
SFO,RDM,834,299
SFO,MRY,816,233
JFK,PWM,1180,436
JFK,BTV,1023,389
SFO,CVG,230,76
LAX,IND,786,310
OAK,ATL,64,38
HNL,DEN,334,101
SJC,ATL,276,102
PDX,DTW,223,63
OGG,DEN,173,49
SJC,JFK,296,137
LAX,CVG,533,210
LAS,CVG,644,272
PDX,JFK,853,280
ANC,DEN,408,190
LAS,ANC,84,19
ANC,SEA,6383,1997
PDX,MSP,1290,337
GCC,RKS,28,2
MSO,MSP,428,79
GRR,BWI,649,208
BOS,BUF,1244,350
CID,ATL,884,328
BIL,MSP,643,101
RDU,DTW,998,252
OKC,DTW,328,103
FAR,ATL,39,10
RIC,LGA,1381,634
JAN,ORD,568,149
EAU,ORD,668,215
GRB,ATL,401,124
IMT,RHI,286,77
ESC,DTW,573,126
DTW,MIA,1198,377
RAP,ATL,15,5
ABQ,SLC,949,148
PBI,IAH,379,149
MKE,BWI,874,261
TUL,MIA,47,21
PIB,MEI,334,89
SBN,EWR,326,79
OMA,EWR,619,266
BFL,SFO,660,193
PIT,DTW,435,118
PIT,BNA,334,43
PWM,ATL,612,117
FSD,ATL,329,89
AZO,ATL,17,7
SCE,DTW,211,40
CID,DTW,690,291
MLB,ATL,1332,345
SJC,MSP,458,120
GTR,ATL,927,351
PIA,DTW,371,113
ROW,DFW,974,333
LGA,RDU,1957,858
CLE,FLL,831,286
RKS,SLC,31,3
PIT,SFO,266,62
DAB,ATL,1489,335
SNA,EWR,784,127
CLE,MDW,1823,526
FLL,JAX,726,247
SAN,DTW,709,206
EUG,LAX,513,181
MCI,MSY,333,91
MSY,SLC,304,79
GRR,MSP,1074,318
PDX,KOA,177,29
BIS,DFW,333,100
PIT,RSW,444,102
CVG,FLL,492,142
SMF,IAD,237,56
ORD,BTV,519,216
PDX,BOS,491,141
SEA,JAC,23,10
ORD,CAK,1239,459
ORD,PWM,333,177
ORD,RST,1324,403
LGB,SEA,793,295
IAD,JAC,19,9
BUF,BOS,1243,317
LAX,JAC,255,100
DSM,SLC,75,34
CVG,LAX,533,129
SEA,BWI,696,200
CAK,BOS,299,81
MFR,SFO,1298,483
CVG,SLC,521,108
EWR,HDN,17,10
IAD,STT,152,44
ORD,LSE,1153,344
MKE,CVG,352,165
DTW,SRQ,75,19
DTW,SLC,1386,428
DTW,BNA,1994,568
DTW,CHA,442,147
ORD,STT,46,20
IAH,MAF,2064,790
HOU,SNA,388,127
SAN,BOS,964,309
DTW,GRR,1342,499
MKE,MCO,1253,371
DTW,PBI,363,106
MSP,MSY,330,58
SAN,ORD,2680,836
BOS,STT,205,71
IAH,ICT,1057,422
GRR,STL,326,53
CAK,DCA,273,67
MSP,EGE,1,1
ATL,PHF,1260,513
EWR,HNL,330,120
MKE,EWR,1082,390
SFO,BZN,182,98
MIA,EGE,126,31
DFW,MAF,1168,526
LAS,AMA,334,105
LAS,IND,850,386
LGA,JAX,95,37
FLL,CLE,832,274
