origin,destination,count,1,2,3,4,5,6,7,8,9,10,11,12
ROC,TPA,313,10,1,10,10,10,10,10,10,10,10,10,10
BFL,DEN,610,10,1,1,10,10,10,10,10,10,10,1,1
MCO,CVG,890,10,0,1,10,10,10,10,10,10,10,10,10
SAT,LAX,1556,10,1,10,1,1,1,0,0,10,10,10,0
DEN,XNA,366,10,1,10,1,10,10,10,10,10,10,1,1
CAK,DCA,273,10,1,1,10,10,10,10,10,10,10,10,10
MIA,IAD,809,10,1,1,10,10,10,0,2,10,10,10,10
FLL,DEN,1216,10,1,0,0,10,0,10,10,10,10,1,1
PBI,IAD,59,10,1,0,10,10,10,10,10,10,10,10,10
DTW,CAK,190,10,1,10,10,10,10,10,10,10,10,10,10
BOS,LGB,276,10,1,10,10,10,10,10,10,10,10,10,10
LAX,MSY,1859,10,1,10,0,0,0,10,10,10,10,10,10
BOS,PDX,491,10,1,10,10,10,10,10,10,10,10,10,10
DCA,LAX,1000,10,1,0,10,10,0,0,10,10,10,0,10
CVG,MSP,384,10,0,10,10,10,10,10,0,0,10,10,10
IAD,MIA,809,10,1,1,10,10,10,0,2,10,10,10,10
CAK,DTW,189,10,1,10,10,10,10,10,10,10,10,10,10
CMH,IAH,937,10,2,1,10,1,0,10,0,10,10,2,10
CVG,MIA,609,10,1,10,1,1,10,2,0,1,10,10,1
MSY,LAX,1850,10,1,10,0,0,0,10,10,10,10,10,10
FLL,IAD,83,10,0,1,10,10,10,10,10,10,10,10,10
DTW,TPA,2133,10,0,0,10,10,10,10,10,10,10,0,0
MIA,ORF,239,10,1,0,0,10,10,10,10,10,10,10,10
IAD,RSW,88,10,0,0,10,10,10,10,10,10,10,10,10
CLE,RDU,387,10,0,10,1,10,10,0,10,10,10,10,10
HOU,LAX,1540,10,0,10,10,1,1,10,10,10,10,1,1
HOU,PHX,1388,10,0,0,10,1,1,10,0,10,10,10,10
MIA,GNV,594,10,0,0,0,0,0,1,10,1,10,0,10
RDU,MSP,501,10,0,10,10,10,10,10,10,10,10,10,10
SAN,SMF,2792,10,0,1,10,0,2,0,2,0,10,0,10
RSW,IAD,88,10,0,0,10,10,10,10,10,10,10,10,10
DTW,MSP,2645,10,1,10,10,10,0,10,10,10,10,10,10
DEN,SMF,2398,10,1,10,0,0,1,0,0,10,10,0,1
DEN,MTJ,459,10,1,10,10,10,1,0,10,0,10,1,10
TPA,CLE,538,10,0,0,10,10,0,10,10,10,10,10,1
SMF,LAS,2513,10,0,0,0,0,10,1,2,0,10,0,0
PHX,BUR,1884,10,0,10,10,0,0,0,10,0,10,10,10
ABQ,LAX,1834,10,1,1,0,0,0,0,0,10,10,1,0
DTW,MHT,376,10,0,0,10,10,1,10,10,10,10,10,10
MHT,DTW,381,10,0,0,10,10,1,10,10,10,10,10,10
BIS,MSP,1503,10,0,0,0,0,0,10,0,0,10,10,1
DTW,LIT,280,10,0,10,10,10,1,10,10,10,10,10,1
MEM,IAH,1691,10,1,2,1,1,1,10,0,10,10,1,2
TUL,MSP,434,10,0,10,10,10,0,10,10,0,10,10,10
DAY,DTW,382,10,0,10,10,10,10,10,10,10,10,10,10
IAH,ONT,474,10,0,10,1,1,0,0,10,1,10,10,10
RDU,CLE,389,10,0,10,0,10,1,2,10,10,10,10,10
SMF,SAN,2791,10,1,0,10,0,0,0,2,10,10,0,10
OAK,SNA,2471,10,0,0,10,10,0,10,0,10,10,10,0
SMF,SNA,2118,10,1,10,10,0,0,0,0,10,10,0,1
ONT,IAH,473,10,0,10,1,0,0,10,10,10,10,10,10
SAN,SEA,3192,10,1,10,10,0,0,0,10,10,10,0,0
BIS,DFW,333,10,0,1,10,0,10,1,10,10,10,10,0
LAX,DAL,2468,10,1,1,10,10,1,0,10,10,10,10,1
SAN,PDX,1692,10,0,10,10,10,10,10,10,10,10,10,10
CLT,IAH,3603,10,1,0,0,1,0,1,1,1,10,10,10
FLL,DTW,2624,10,0,10,10,10,10,0,2,10,10,0,10
SFO,BUR,1581,10,1,0,2,0,0,1,0,10,10,2,1
LAX,ELP,915,10,0,10,10,10,2,0,10,10,10,10,1
LAX,SAT,1539,10,2,10,10,10,10,2,0,10,10,10,10
JNU,PSG,332,10,1,10,10,0,10,10,10,10,10,10,1
AVL,ATL,1856,10,0,0,1,0,0,10,1,10,10,1,1
SIT,JNU,662,10,2,0,10,10,0,10,10,10,10,10,10
ATL,STL,3525,10,1,10,10,0,10,0,10,10,10,10,1
JNU,YAK,331,10,0,10,0,10,0,10,10,10,10,10,1
WRG,PSG,332,10,1,10,0,1,10,10,10,10,10,10,1
LIH,SFO,438,10,0,2,0,0,0,10,10,0,10,0,0
CLT,SFO,1819,10,1,10,10,10,10,0,10,10,10,10,10
RNO,LAX,1901,10,1,0,0,0,0,0,0,10,10,1,10
SFO,CLT,1818,10,1,10,10,10,10,0,10,10,10,10,10
LAX,JAC,255,10,2,10,10,10,10,0,0,10,10,10,0
IAH,JAC,101,10,2,10,10,10,10,10,10,10,10,10,10
SEA,OMA,335,10,0,10,10,10,10,10,10,10,10,10,10
LAS,LGB,1139,10,0,10,10,0,0,0,0,0,10,10,10
PDX,LAS,2566,10,0,1,10,10,0,0,0,10,10,0,10
JAC,IAH,102,10,0,10,10,10,10,10,10,10,10,10,10
LGB,LAS,1141,10,0,10,10,0,0,0,0,0,10,10,10
ATL,BUF,1568,10,1,10,10,10,10,10,10,10,10,10,10
BUF,ATL,1569,10,1,10,10,10,10,10,10,10,10,10,10
TUL,ATL,1518,10,0,10,1,1,10,10,10,10,10,10,10
IAH,RDU,492,10,1,10,0,1,0,10,10,10,10,10,10
MSP,ISN,1063,10,1,10,10,10,10,10,10,10,10,10,10
MSP,BMI,70,10,1,10,10,10,10,10,10,10,10,10,10
PDX,SNA,1146,10,0,10,10,0,10,10,10,0,10,10,10
IAH,MSP,1672,10,0,0,0,0,0,10,0,10,10,0,1
ELP,DFW,1359,10,1,1,1,1,1,0,0,10,10,1,1
FNT,MSP,442,10,0,10,10,10,10,0,10,0,10,10,10
ISN,MSP,1063,10,1,10,10,10,1,10,10,10,10,0,10
BMI,MSP,70,10,1,10,10,10,10,10,10,10,10,10,10
RDU,IAH,512,10,1,2,0,1,0,10,2,10,10,0,10
MSP,DLH,618,10,0,10,10,10,0,10,10,10,10,1,1
CLT,ROC,310,10,1,10,0,10,10,10,10,10,10,10,10
SNA,PDX,1146,10,0,2,10,10,10,10,10,0,10,0,1
ATL,BTV,301,10,1,10,10,10,1,10,10,10,10,10,10
BTR,IAH,2321,10,2,2,1,2,1,1,2,1,10,2,1
IAH,BTR,2320,10,2,2,1,2,1,1,1,1,10,2,1
ATL,CAK,2043,10,1,1,10,10,0,10,0,10,10,10,10
CAK,ATL,2042,10,1,1,10,10,0,10,2,10,10,10,10
DLH,MSP,618,10,0,10,10,10,0,10,10,10,10,1,1
ROC,CLT,310,10,1,10,0,10,10,10,10,10,10,0,10
ISN,IAH,321,10,1,10,10,10,10,10,10,10,10,10,10
MSP,SAT,236,10,0,10,10,10,10,10,10,10,10,10,10
SCC,ANC,189,10,0,0,1,1,10,10,0,1,10,10,0
OGG,PDX,580,10,0,10,10,0,10,10,0,10,10,10,10
MCO,STL,1529,10,0,10,10,0,1,10,0,10,10,10,0
MEM,CLT,691,10,1,1,0,0,10,10,0,0,10,10,0
BUR,PHX,1893,10,0,0,10,0,0,0,0,0,10,10,10
CLT,RDU,2127,10,1,10,2,10,10,0,2,10,10,10,0
RDU,BNA,997,10,1,1,10,0,10,10,10,10,10,10,10
PDX,OAK,1793,10,0,10,0,0,0,10,10,10,10,10,10
BNA,TPA,1230,10,1,1,10,10,0,0,2,10,10,10,10
RDU,CLT,2128,10,1,10,0,0,0,0,1,0,10,10,0
TPA,RDU,870,10,1,1,10,10,10,0,2,10,10,10,10
RDU,TPA,869,10,1,0,10,10,0,0,10,10,10,10,10
MIA,ATL,5150,10,1,0,0,1,0,0,0,10,10,10,0
ATL,MIA,5149,10,1,0,0,0,0,10,0,10,10,10,0
LBE,MCO,318,10,0,10,10,10,2,1,10,1,10,10,10
MCO,DTW,2634,10,0,0,2,0,0,0,0,10,10,10,1
IND,MSP,971,10,0,1,10,10,10,10,10,10,10,10,0
PSP,IAH,287,10,0,0,10,10,10,10,10,10,10,10,1
DTW,RDU,933,10,0,1,10,10,10,10,10,10,10,10,1
OMA,PHX,1249,10,0,0,10,0,0,10,0,10,10,10,10
TUS,SEA,372,10,0,10,10,10,10,10,10,10,10,10,10
SFO,PSC,365,10,1,10,0,0,10,10,10,10,10,1,1
FLL,BWI,3961,10,1,1,1,0,1,1,2,0,10,10,0
IAH,BFL,492,10,0,10,0,0,1,10,0,10,10,1,1
HNL,SFO,2065,10,0,0,0,0,0,0,0,10,10,10,0
PSC,SFO,364,10,1,10,0,0,10,1,10,10,10,10,1
BWI,FLL,3972,10,1,1,1,0,1,1,2,0,10,1,10
DTW,ALB,497,10,0,10,10,10,10,1,10,10,10,10,10
BZN,EWR,50,10,0,10,0,10,10,10,10,10,10,10,1
IAH,DCA,2037,10,1,1,0,0,0,0,0,0,10,10,1
FLL,LBE,275,10,1,1,10,10,10,10,10,10,10,0,10
MIA,CLE,258,10,1,10,10,10,10,10,2,10,10,10,10
MCO,SYR,335,10,1,10,10,10,10,10,10,10,10,10,10
MCO,LBE,318,10,1,10,10,10,2,1,10,1,10,10,10
ATL,CRW,1314,10,1,1,0,1,0,0,10,10,10,1,1
JAX,LGA,97,10,0,10,10,10,10,10,10,10,10,10,10
DTW,SWF,21,10,0,10,10,10,10,10,10,10,10,10,10
DTW,ITH,35,10,0,10,10,10,10,10,10,10,10,10,1
DTW,SCE,211,10,0,10,10,10,1,10,10,10,10,10,10
MSP,SBN,553,10,1,10,10,10,10,10,10,10,10,10,10
ATL,FWA,1077,10,0,10,2,0,0,0,0,10,10,10,10
DFW,BIS,334,10,1,1,10,10,10,10,10,10,10,10,10
CLT,SYR,594,10,1,10,10,10,10,10,10,10,10,10,10
LBE,FLL,275,10,1,1,10,10,10,10,10,10,10,0,10
DEN,DCA,1319,10,1,10,10,10,0,10,1,10,10,0,1
EWR,PWM,590,10,2,2,2,10,10,2,10,2,10,10,2
DCA,DEN,1321,10,1,10,10,10,0,10,1,10,10,0,1
MDW,TTN,45,10,1,10,10,10,10,10,10,10,10,10,10
CLE,MIA,257,10,1,1,10,10,10,2,2,10,10,1,10
SYR,MCO,334,10,1,10,10,10,10,10,10,10,10,10,10
LGA,SYR,75,10,1,1,10,10,10,10,10,10,10,10,1
TPA,LBE,88,10,1,10,10,10,10,10,10,10,10,10,10
BWI,MCI,785,10,1,1,0,10,0,1,2,10,10,10,0
BWI,GSP,375,10,1,1,10,10,10,10,2,10,10,10,10
ATL,SYR,963,10,1,10,10,10,10,10,10,10,10,10,0
ATL,ROC,973,10,1,10,0,10,10,10,10,10,10,10,10
ATL,ORF,2672,10,1,2,10,1,1,10,2,10,10,10,10
IAD,SYR,24,10,1,10,10,10,10,10,10,10,10,10,10
IAD,RIC,35,10,2,10,10,10,10,10,10,10,10,10,10
CLT,ORF,603,10,1,10,10,10,10,1,10,10,10,10,10
ORF,CLT,603,10,1,10,10,10,10,1,10,0,10,10,0
SYR,ATL,963,10,1,10,10,10,10,10,10,10,10,10,0
ROC,ATL,973,10,1,10,0,10,10,10,10,10,10,10,10
PWM,EWR,662,10,2,2,2,10,2,2,1,2,10,2,2
LGA,PHL,183,10,1,10,10,0,10,10,10,10,10,10,10
SYR,IAD,26,10,1,10,10,10,10,10,10,10,10,10,10
BHM,BWI,590,10,1,1,1,10,1,1,10,10,10,10,10
LBE,RSW,66,10,1,10,10,10,10,10,10,10,10,2,10
LGA,JAX,95,10,1,0,10,10,10,0,10,10,10,10,10
DAL,BWI,1094,10,1,1,10,10,1,10,0,10,10,1,0
GSP,HOU,320,10,1,10,10,10,10,10,10,10,10,10,1
BGR,DTW,313,10,0,10,10,10,10,10,10,10,10,1,10
STL,MSY,572,10,0,10,1,10,1,10,10,10,10,10,10
MCI,STL,1205,10,0,10,10,10,0,10,10,10,10,10,1
ORF,ATL,2673,10,1,2,10,0,1,10,2,10,10,10,10
ITH,DTW,34,10,0,10,10,10,10,10,10,10,10,10,0
SCE,DTW,211,10,0,10,10,10,10,10,0,10,10,10,10
CLT,HOU,379,10,0,10,10,10,10,10,10,10,10,10,10
BWI,RSW,1224,10,1,1,10,10,1,10,2,10,10,10,0
SYR,LGA,76,10,1,0,10,10,10,10,10,10,10,10,1
PIT,BNA,334,10,1,10,10,10,10,10,10,10,10,10,10
AUS,FLL,789,10,1,10,10,10,10,10,10,10,10,2,10
RDU,FLL,626,10,1,10,10,10,10,10,10,0,10,10,10
BWI,CLE,1190,10,1,1,1,0,1,10,2,10,10,10,1
EWR,BWI,251,10,2,2,10,10,10,2,2,10,10,2,2
DAY,MCO,348,10,0,10,10,10,0,10,10,10,10,10,10
KOA,LAX,1385,10,0,0,10,10,0,0,10,10,10,10,10
BWI,EWR,245,10,2,2,10,10,10,10,2,10,10,2,2
LAS,LIT,334,10,1,1,10,10,10,10,10,10,10,10,10
CLE,STL,483,10,2,10,10,1,1,10,10,10,10,10,10
EWR,BDL,444,10,2,2,2,2,2,2,10,10,10,1,2
EWR,BTV,561,10,2,2,2,10,2,0,10,2,10,2,2
MCO,SFO,799,10,0,10,10,0,10,10,0,10,10,10,0
BDL,EWR,474,10,2,2,2,10,1,2,10,2,10,1,2
IAH,XNA,1077,10,2,2,1,2,1,1,2,10,10,10,1
DEN,MEM,700,10,2,1,10,10,10,10,10,10,10,10,1
MSP,BNA,1076,10,2,2,10,10,10,10,0,10,10,10,10
IAH,HSV,885,10,2,10,1,1,1,2,2,2,10,10,1
HOU,BNA,1234,10,1,1,10,1,0,1,0,10,10,10,0
PBI,TTN,57,10,0,10,10,10,10,10,10,10,10,10,10
IAH,MEM,1733,10,1,2,1,1,0,10,0,10,10,10,1
DAL,LIT,1018,10,1,1,10,1,10,10,10,10,10,10,0
HOU,MEM,625,10,1,1,10,1,10,10,10,10,10,10,10
ATL,SDF,2740,10,1,1,0,1,10,10,10,0,10,10,1
BNA,ATL,3231,10,1,1,10,1,1,10,10,10,10,10,0
BNA,MCO,1426,10,1,1,0,0,10,1,10,10,10,10,0
LIT,ATL,1976,10,1,1,10,10,1,10,10,10,10,10,1
XNA,ATL,1575,10,0,0,0,1,0,10,0,10,10,10,1
SDF,ATL,2739,10,1,1,0,1,10,10,10,0,10,10,1
HSV,IAH,895,10,2,10,1,1,1,2,2,10,10,10,1
AUS,BNA,635,10,1,1,10,10,0,0,10,10,10,1,0
SWF,DTW,21,10,0,10,10,10,10,10,10,10,10,10,10
BNA,DEN,2008,10,1,1,10,10,0,1,0,1,10,0,1
BNA,MSP,988,10,1,2,0,10,10,10,0,10,10,10,10
SAT,BNA,569,10,1,10,10,10,10,10,10,10,10,10,10
LAR,DEN,581,10,1,0,1,0,1,10,0,0,10,1,1
CLE,BNA,794,10,1,10,10,10,10,10,10,10,10,10,10
XNA,IAH,1074,10,2,2,1,2,1,10,2,10,10,10,1
BNA,DTW,2047,10,1,1,10,10,1,1,10,10,10,1,0
LIT,IAH,1784,10,2,2,1,1,0,0,0,2,10,1,1
BNA,CVG,314,10,2,2,0,10,10,10,0,0,10,10,10
BNA,LAX,1637,10,1,0,10,10,10,10,10,10,10,10,0
MEM,MIA,151,10,0,0,0,10,10,10,10,10,10,10,10
DAL,BNA,903,10,1,1,10,0,1,1,10,10,10,0,1
IAH,LIT,1772,10,2,2,1,1,2,1,1,10,10,1,1
BNA,LAS,891,10,1,1,10,10,1,10,10,10,10,10,10
ATL,LEX,2280,10,1,1,0,0,1,10,1,10,10,1,1
LAX,BNA,1642,10,1,1,10,10,0,10,10,10,10,10,0
BNA,AUS,627,10,1,1,10,10,0,1,10,10,10,1,0
MCI,BNA,1100,10,1,1,10,10,0,10,10,10,10,10,1
BWI,AUS,630,10,1,1,10,10,10,0,2,10,10,0,0
MSY,BNA,1048,10,1,0,0,10,10,10,10,10,10,10,10
OKC,SFO,333,10,1,10,10,0,10,10,10,10,10,1,1
BNA,DAL,904,10,1,1,10,10,1,0,10,10,10,0,10
LAS,BNA,885,10,1,1,10,10,10,10,1,10,10,10,10
FLL,BNA,780,10,1,1,10,0,10,10,10,10,10,10,1
ATL,MEM,3111,10,1,1,0,1,10,10,10,10,10,10,0
ATL,XNA,1576,10,0,0,0,1,0,10,0,10,10,10,1
ATL,CHA,2740,10,1,0,0,10,1,1,0,10,10,10,1
BNA,IAH,1304,10,1,1,1,0,1,0,10,10,10,10,1
BNA,FLL,781,10,1,1,10,10,10,10,10,10,10,10,0
BNA,JAX,901,10,1,1,10,10,10,1,10,10,10,10,10
BNA,RDU,993,10,1,1,10,10,1,10,10,10,10,10,0
ATL,BNA,3230,10,1,1,10,1,1,10,10,10,10,10,0
TPA,BNA,1215,10,1,1,10,10,0,0,2,10,10,10,1
ATL,HSV,2463,10,0,1,0,1,0,0,10,10,10,10,1
IAH,SDF,726,10,1,10,0,2,1,10,10,10,10,10,10
JAX,BNA,911,10,1,10,10,10,10,10,10,10,10,10,10
LIT,PHX,334,10,1,1,10,10,10,10,10,10,10,10,10
IAH,BNA,1042,10,1,1,2,10,2,0,2,10,10,10,1
BNA,STL,627,10,1,1,10,10,10,10,10,10,10,10,10
BNA,MCI,1080,10,1,1,10,0,10,1,10,10,10,10,1
BNA,RSW,105,10,1,0,10,10,10,10,10,10,10,10,10
BNA,CHS,349,10,1,1,10,10,10,10,10,10,10,10,10
HSV,ATL,2463,10,1,1,0,1,0,0,10,10,10,0,1
SGF,DEN,572,10,1,1,10,0,10,0,10,10,10,1,0
ATL,LIT,1976,10,1,1,10,10,1,10,10,10,10,10,1
MEM,ATL,3108,10,1,1,0,1,10,10,10,10,10,10,0
CHA,ATL,2711,10,0,0,0,10,0,10,10,10,10,10,1
CLT,MEM,690,10,1,1,10,10,10,10,0,10,10,10,10
CVG,BNA,352,10,1,2,0,10,10,10,0,10,10,10,10
STL,BNA,628,10,1,1,10,10,10,10,10,10,10,0,10
CVG,XNA,185,10,0,10,10,10,10,10,0,10,10,10,10
MIA,TLH,426,10,0,0,0,10,10,10,10,10,10,10,10
LIT,DAL,1018,10,1,1,10,1,0,10,10,10,10,10,0
DEN,SDF,595,10,1,2,10,1,10,2,10,10,10,10,10
BNA,CLE,795,10,1,1,10,10,10,1,10,10,10,10,10
BNA,CMH,639,10,1,1,10,10,10,1,10,10,10,10,10
BNA,PNS,599,10,1,1,10,10,10,10,10,10,10,10,10
BNA,PHX,733,10,1,1,10,10,10,10,10,10,10,10,10
HOU,BHM,610,10,0,10,10,1,1,10,10,10,10,10,10
MEM,MCO,383,10,1,1,10,10,10,10,10,10,10,10,10
TYS,DFW,1624,10,0,0,10,0,0,0,0,10,10,0,0
MEM,TPA,334,10,1,1,10,10,10,10,10,10,10,10,10
BNA,SAN,388,10,1,10,10,10,10,10,10,10,10,10,10
LIT,LAS,334,10,1,0,10,10,10,10,10,10,10,10,10
CLT,BNA,1291,10,1,1,10,10,10,10,1,10,10,10,10
TLH,MIA,427,10,0,10,0,10,10,10,10,10,10,10,10
PHX,BNA,731,10,1,1,10,10,10,10,10,10,10,10,10
CHS,BWI,1023,10,1,1,10,0,1,1,2,10,10,10,0
SDF,IAH,413,10,1,2,10,1,0,10,10,10,10,10,10
IAH,CRW,284,10,2,10,10,10,10,10,10,10,10,10,10
DFW,CRW,146,10,0,0,0,0,10,10,10,10,10,10,10
IAH,LEX,311,10,2,10,1,10,10,10,10,10,10,10,2
PHX,CLT,2808,10,1,10,0,0,0,0,0,10,10,10,10
LAS,DCA,331,10,1,1,10,10,10,10,10,10,10,10,10
BNA,SAT,574,10,1,1,10,10,10,1,10,10,10,10,10
CVG,MCO,890,10,0,1,10,10,10,10,10,10,10,10,10
IAH,CLT,3469,10,1,0,0,1,0,1,0,0,10,10,0
BWI,MEM,388,10,1,1,10,10,10,10,10,10,10,10,10
TYS,ATL,1718,10,1,10,10,1,10,10,1,10,10,10,1
SAN,BNA,388,10,1,1,10,10,0,10,10,10,10,0,10
ATL,TYS,1719,10,0,10,10,1,10,10,1,10,10,10,1
MSP,RDU,425,10,0,10,10,10,10,10,10,10,10,10,10
JAX,CLT,2085,10,1,10,2,0,10,0,1,0,10,10,10
JAN,IAH,1953,10,1,1,1,2,2,2,2,10,10,1,1
MCO,MEM,383,10,1,10,10,10,0,10,10,10,10,10,10
DEN,CLT,1902,10,1,0,10,10,0,0,10,0,10,1,0
LAS,RDU,334,10,1,10,10,10,10,10,10,10,10,10,10
HOU,CLT,379,10,1,10,10,10,1,0,10,10,10,10,1
MSY,CLT,1471,10,1,10,0,10,10,10,0,10,10,10,0
CLT,MSP,2129,10,1,0,10,10,10,10,10,10,10,10,10
CHS,BNA,349,10,1,1,10,10,10,10,10,10,10,10,10
CRW,DFW,146,10,0,0,0,0,10,10,10,10,10,10,10
LEX,IAH,309,10,2,10,10,10,10,1,10,10,10,10,10
CRW,IAH,283,10,2,1,10,2,1,0,1,10,10,1,10
ATL,RDU,4717,10,1,10,10,1,0,10,2,10,10,0,1
DCA,SFO,664,10,2,1,10,0,10,10,0,10,10,0,10
SLC,DCA,631,10,1,10,10,10,10,10,10,10,10,10,10
DEN,CVG,970,10,0,10,10,10,10,0,10,10,10,1,1
MEM,BWI,388,10,1,1,10,10,10,0,10,10,10,10,10
TYS,IAH,774,10,1,10,10,1,1,10,10,10,10,2,10
DFW,RDU,1611,10,1,1,10,1,0,10,1,10,10,1,1
DEN,TYS,285,10,1,10,10,2,1,10,10,10,10,10,10
CLT,JAX,2085,10,1,1,10,10,10,10,1,10,10,10,10
DEN,RDU,903,10,1,10,10,10,10,10,10,10,10,1,1
CLT,LAS,1553,10,1,1,10,10,0,0,10,10,10,10,10
RSW,BNA,105,10,1,10,10,10,10,10,10,10,10,10,10
CLT,STL,943,10,1,10,10,10,10,10,1,10,10,10,10
CLT,SAN,717,10,1,10,10,10,0,10,0,10,10,10,10
CLT,MCO,2957,10,1,0,10,10,10,10,1,0,10,10,10
MCO,IAH,2613,10,0,0,10,1,0,0,1,10,10,0,1
MIA,MEM,150,10,1,1,10,10,10,10,10,10,10,10,10
CLT,MSY,1520,10,1,10,2,10,10,10,0,10,10,10,0
STL,RDU,487,10,1,1,10,10,10,10,10,10,10,1,1
HOU,GSP,321,10,1,10,10,10,10,10,10,10,10,10,10
DFW,ORF,631,10,1,1,10,1,10,10,1,10,10,10,0
ATL,CHO,940,10,1,0,10,10,10,0,0,0,10,10,0
DFW,MEI,573,10,0,0,10,0,10,10,10,10,10,10,10
IAH,GSP,501,10,2,10,1,1,10,10,1,10,10,10,1
MSP,BWI,1039,10,1,1,10,10,0,10,1,0,10,10,0
IAH,BWI,993,10,1,1,10,1,0,0,0,0,10,1,10
ATL,GSO,2667,10,0,0,10,1,0,10,10,10,10,10,0
IAH,TYS,776,10,1,10,2,1,1,10,10,10,10,10,1
DTW,GSP,223,10,1,0,0,10,10,10,10,10,10,10,10
CLT,MDT,124,10,1,10,10,10,10,10,10,10,10,10,10
RDU,ATL,4712,10,1,10,10,1,0,10,2,10,10,10,1
ATL,RIC,3572,10,1,1,10,1,0,10,2,10,10,2,1
GSP,BWI,376,10,1,1,10,10,1,10,2,10,10,10,10
CLT,PIT,2462,10,1,0,10,0,10,10,2,10,10,10,10
CLT,PHX,2842,10,1,10,10,10,10,10,0,0,10,10,10
SLC,LGB,1952,10,0,10,0,0,0,0,10,10,10,10,0
CLT,DEN,1902,10,1,1,10,10,0,0,10,0,10,1,0
BNA,PIT,334,10,1,1,10,10,10,10,10,10,10,10,10
BWI,MSY,828,10,1,1,10,1,0,10,2,10,10,10,10
ATL,PHF,1260,10,1,1,10,1,0,10,10,1,10,1,1
MIA,RDU,1016,10,1,10,10,10,10,1,10,10,10,10,1
CLT,BUF,1206,10,1,0,0,10,10,10,1,10,10,10,10
CLT,ALB,705,10,1,10,10,10,10,10,0,10,10,10,10
SFO,BWI,294,10,1,1,10,10,10,10,10,10,10,10,10
BGR,LGA,53,10,0,10,10,10,10,10,10,10,10,10,10
RIC,ATL,3572,10,1,1,10,1,1,10,2,10,10,2,1
BWI,SFO,292,10,1,1,10,10,10,10,10,10,10,10,10
GSP,DTW,219,10,0,0,10,10,10,10,10,10,10,10,1
GRR,LGA,221,10,0,0,0,10,0,0,0,10,10,10,1
GSP,IAH,498,10,2,10,1,1,10,10,1,10,10,10,1
IAD,DFW,1343,10,1,1,1,1,0,0,1,10,10,1,1
PIB,MEI,334,10,0,0,10,0,10,10,10,10,10,0,10
BWI,MSP,1039,10,1,1,10,1,0,10,10,10,10,10,0
CHO,ATL,939,10,1,0,10,10,10,1,0,0,10,10,0
PIT,CLT,2414,10,1,0,0,0,0,10,0,10,10,10,10
RDU,SFO,518,10,1,0,0,10,10,0,0,0,10,10,1
ORF,DFW,631,10,1,1,10,1,10,10,1,0,10,0,0
BWI,DAL,1090,10,1,1,0,10,1,10,2,10,10,10,1
RIC,MCO,685,10,1,1,10,10,10,10,10,10,10,10,10
LGB,SLC,1952,10,0,10,0,0,0,10,10,10,10,10,0
MCO,RDU,978,10,1,10,10,10,0,0,10,10,10,10,10
SAV,LGA,430,10,0,0,0,0,1,0,1,10,10,0,1
DCA,SLC,630,10,1,10,10,10,10,10,10,10,10,10,10
MEI,DFW,334,10,0,0,10,0,10,10,10,10,10,10,0
CLT,LAX,1958,10,1,10,10,10,0,10,10,10,10,10,10
RDU,STL,487,10,1,1,10,10,10,10,0,10,10,10,10
HOU,RDU,507,10,1,10,0,1,10,10,1,10,10,10,10
MDT,CLT,125,10,1,10,10,10,10,10,10,10,10,10,10
RDU,DEN,901,10,1,10,10,10,10,10,10,0,10,1,1
HOU,OAK,633,10,0,10,10,1,10,10,10,10,10,10,10
LGA,BTV,45,10,0,10,10,10,10,10,10,10,10,10,0
CLT,IND,538,10,1,10,10,10,10,10,10,0,10,10,0
TUL,IAH,1800,10,2,1,1,1,1,2,2,2,10,2,1
MSP,FCA,204,10,2,10,10,10,10,10,1,10,10,10,10
ACY,TPA,334,10,1,10,10,0,0,10,1,10,10,10,10
MYR,ORD,242,10,1,0,10,10,0,1,0,10,10,10,10
FCA,MSP,205,10,2,10,10,10,10,10,1,10,10,10,10
RIC,FLL,334,10,1,10,10,10,10,10,10,10,10,10,10
ORD,MYR,242,10,1,10,10,10,10,10,10,10,10,10,10
TPA,ACY,335,10,1,10,10,10,0,10,2,10,10,10,10
MYR,DTW,387,10,0,2,10,10,10,10,10,10,10,10,10
GEG,MSP,770,10,0,10,10,10,10,10,10,10,10,10,10
AUS,DCA,334,10,1,1,10,10,10,10,2,10,10,10,10
LAS,CLE,1377,10,0,10,10,10,10,0,10,10,10,10,10
DCA,AUS,334,10,1,1,10,10,1,10,2,10,10,10,10
ATL,SHV,2032,10,1,1,1,10,1,10,10,10,10,10,0
SFO,LIH,438,10,0,0,10,0,0,10,10,10,10,10,10
CDV,YAK,331,10,1,0,1,10,10,10,10,10,10,10,10
SLC,LAX,5549,10,0,0,0,10,0,2,0,10,10,0,0
PHX,MRY,629,10,2,10,10,10,0,10,1,0,10,10,10
LGA,GRR,224,10,0,0,0,10,0,0,0,0,10,0,10
MRY,PHX,628,10,0,10,10,10,0,1,1,0,10,1,2
SEA,HNL,1744,10,0,10,10,10,10,10,10,10,10,10,10
GEG,PHX,922,10,0,10,10,10,0,10,0,10,10,10,10
KTN,WRG,332,10,1,10,0,10,10,10,10,10,10,10,10
FWA,DTW,966,10,0,0,10,0,2,0,0,10,10,10,1
DHN,ATL,1260,10,2,0,10,10,1,10,10,1,10,10,1
PSG,JNU,332,10,1,10,0,10,10,0,10,10,10,1,10
