origin,destination,count,1,2,3,4,5,6,7,8,9,10,11,12
TVC,DTW,756,0,10,0,10,10,10,10,10,10,10,1,10
SBA,SFO,2097,0,1,10,1,2,0,1,1,0,10,10,1
IAD,PVD,61,2,10,10,10,10,10,10,10,10,10,10,10
LGA,MCI,716,0,0,0,0,1,1,1,0,1,10,0,1
ORD,SYR,1641,0,1,1,2,2,2,2,2,1,10,1,1
IAD,LGA,205,2,2,1,10,10,10,10,10,10,10,10,10
DEN,SLC,5859,0,1,10,1,10,0,1,10,0,10,1,1
LAX,BWI,1118,0,1,10,10,10,10,1,2,10,10,10,10
ATL,DEN,4987,0,1,0,0,10,1,0,0,10,10,0,1
SFO,SMF,1623,1,1,0,1,0,0,1,0,0,10,2,1
DFW,BPT,973,0,0,0,1,1,1,10,10,10,10,0,0
DEN,BWI,1899,0,1,1,10,10,0,10,2,10,10,1,1
PVD,IAD,62,2,10,10,10,10,10,10,10,10,10,10,10
RIC,LGA,1381,0,0,1,0,1,0,2,2,2,10,0,0
CID,DTW,690,0,1,10,10,10,0,10,10,10,10,0,1
BPT,DFW,973,0,0,0,1,1,1,0,0,0,10,0,0
CLE,LGA,2682,2,2,2,0,2,2,2,2,0,10,2,2
MKE,LGA,1210,1,0,1,1,0,2,0,0,2,10,0,1
MCI,LGA,708,0,0,0,0,1,0,0,0,0,10,10,1
DSM,MSP,241,0,10,10,10,10,0,10,10,10,10,10,10
SFO,ACV,1319,0,1,1,1,0,1,1,1,1,10,1,1
LGA,MKE,1214,1,1,1,1,0,2,0,0,10,10,0,1
CMH,DFW,1511,0,1,1,10,1,0,10,0,10,10,0,1
HIB,MSP,569,0,10,10,1,0,1,1,1,10,10,10,1
LGA,CVG,108,0,0,10,10,10,10,10,10,10,10,10,0
LAX,FAT,2017,0,0,10,0,1,10,1,0,10,10,10,1
BOS,LGA,7096,1,1,1,2,2,2,2,2,0,10,2,0
LGA,CLE,2692,2,2,2,0,2,1,2,0,0,10,2,2
ORD,EVV,1736,2,1,1,2,10,2,2,1,1,10,1,1
DFW,EVV,360,0,1,1,1,1,10,10,10,10,10,10,10
LGA,CMH,1439,1,1,1,2,2,2,2,0,0,10,0,1
MSP,FSD,1285,0,1,0,10,10,1,10,0,0,10,1,10
MSP,ABR,671,1,0,0,0,10,0,10,0,10,10,1,1
LGA,BNA,2391,1,1,1,0,2,2,0,2,0,10,0,0
DTW,HPN,146,1,1,10,10,10,10,10,10,10,10,10,10
IAD,DEN,3100,0,1,1,10,0,0,10,2,0,10,1,1
FAT,LAX,1693,0,0,10,10,1,10,0,0,10,10,10,10
ASE,DFW,335,1,1,1,1,10,0,1,1,10,10,10,1
EVV,ORD,1737,2,1,1,2,10,2,2,1,1,10,1,1
LGA,BOS,7100,1,1,1,2,2,2,2,2,0,10,2,0
MSP,STL,2273,1,10,0,10,10,0,10,10,10,10,10,0
FSD,MSP,1287,0,1,0,1,10,0,10,0,0,10,1,10
SAN,DFW,3299,0,1,1,1,1,2,0,0,0,10,1,1
ABR,MSP,671,0,10,0,0,10,10,10,0,10,10,1,1
EVV,DFW,360,0,1,1,1,1,10,0,10,10,10,10,10
CLE,DFW,1569,0,1,1,10,0,0,0,10,10,10,1,0
PIT,LGA,301,0,0,0,10,0,1,0,10,10,10,0,10
CMH,DEN,892,0,1,10,1,0,0,10,10,10,10,1,1
BWI,DEN,1904,0,1,1,10,10,1,0,2,10,10,1,0
CMH,LGA,1439,1,1,1,2,2,2,0,0,0,10,0,0
PHL,MIA,2661,1,1,1,0,10,0,10,0,0,10,10,0
HPN,DTW,146,1,1,1,10,10,10,10,10,10,10,10,10
STL,MSP,2254,1,0,0,0,0,0,10,10,10,10,10,1
MSP,MOT,830,0,0,10,10,10,0,0,10,10,10,1,10
PDX,SEA,1849,1,10,10,0,0,0,10,0,0,10,1,0
ORD,FLL,2531,0,1,1,0,0,1,10,1,10,10,1,1
DEN,IAD,3171,1,1,1,0,0,0,0,2,10,10,1,1
ORD,LNK,1166,2,2,2,1,1,1,2,1,10,10,1,1
BOI,LAX,682,1,10,10,10,10,0,10,10,10,10,10,1
PHX,HNL,1137,0,0,0,0,0,0,0,0,10,10,10,0
ORD,ROA,780,1,2,1,1,2,1,2,10,1,10,1,1
ORD,CLT,4755,0,1,1,2,0,1,1,1,0,10,2,1
HNL,OGG,8282,0,0,0,0,0,0,0,0,0,10,10,10
LNK,ORD,1164,0,2,2,1,1,1,2,2,2,10,2,1
LGA,PIT,183,0,0,1,10,1,0,0,10,10,10,10,10
PIA,ORD,2180,2,1,1,1,1,1,2,1,1,10,1,1
BUF,LGA,353,2,0,0,0,0,1,0,10,0,10,10,10
LGA,RIC,1383,0,0,0,0,1,0,0,2,0,10,0,0
SEA,PDX,1851,1,10,10,10,0,0,10,0,10,10,10,0
ORD,BOS,6558,1,1,1,1,0,1,0,0,1,10,1,1
MDW,MSY,874,0,1,1,0,1,0,1,10,10,10,1,1
MSP,CLE,688,0,10,0,10,10,10,0,0,0,10,10,0
OGG,HNL,8313,0,0,0,0,0,0,0,0,0,10,0,10
MDW,ABQ,662,0,1,0,10,1,10,10,10,10,10,1,1
MDW,LAS,2748,0,1,0,1,1,1,0,10,10,10,1,1
MCI,MDW,2465,0,1,0,1,1,1,10,10,0,10,1,1
DTW,SBN,1303,0,1,10,10,10,1,10,0,10,10,10,0
ORD,ORF,798,1,2,10,1,10,1,0,0,2,10,2,1
DEN,PIA,5,0,10,10,10,10,10,10,10,10,10,10,10
MSP,MLI,58,0,10,10,10,10,10,10,10,10,10,10,10
MSP,AZO,120,1,1,10,10,10,10,10,10,10,10,10,10
MSP,LAN,518,1,10,10,10,10,10,10,10,10,10,0,1
LAX,ABQ,1837,0,1,10,0,0,0,0,0,10,10,10,0
MDW,PHL,1892,1,1,1,1,1,1,0,0,10,10,1,1
MDW,BNA,2100,0,1,1,1,1,1,0,1,10,10,1,1
DTW,MLI,218,0,0,10,10,10,10,10,10,10,10,1,10
MIA,PHL,2663,1,0,1,0,10,0,1,0,0,10,10,0
ORD,JAN,578,1,2,1,1,2,1,1,1,1,10,2,1
LGA,BHM,490,0,0,0,0,0,1,1,0,0,10,0,0
ORD,TUL,2071,2,1,1,2,0,1,2,0,0,10,2,0
ORD,SAT,1036,1,1,10,1,1,2,10,10,10,10,1,1
CVG,GRR,170,1,10,10,10,10,10,10,10,10,10,10,10
ORD,STC,82,0,1,10,10,10,10,10,10,10,10,10,10
ATL,BMI,877,1,1,10,1,1,0,10,10,10,10,10,1
ATL,MLI,760,1,0,10,10,10,10,10,10,1,10,10,10
PIT,MDW,1777,1,1,0,0,1,1,0,0,10,10,1,1
ATL,PIA,896,1,0,10,10,10,10,10,1,10,10,10,1
MDW,PIT,1761,1,1,0,1,1,1,0,0,10,10,1,1
ORD,PIA,2177,2,1,1,2,1,1,2,1,1,10,1,1
ORD,DLH,1102,1,1,1,1,0,1,1,1,0,10,1,1
SFO,BOI,1403,1,1,10,10,0,10,0,0,1,10,10,1
MDW,BDL,890,1,1,1,10,0,1,0,10,10,10,1,1
MDW,BUF,966,0,1,0,1,1,0,0,10,10,10,1,1
MDW,OMA,1693,1,1,1,1,10,1,0,1,2,10,1,1
MDW,MSP,2979,0,1,0,0,1,1,0,2,2,10,1,1
MSP,BRD,588,0,0,10,10,10,10,1,10,10,10,0,0
MDW,MEM,628,0,1,1,0,1,1,0,10,10,10,1,1
MDW,GSP,629,1,1,1,10,10,10,10,2,10,10,1,1
SJC,SAN,3021,0,0,0,0,0,0,0,0,0,10,0,0
MYR,BOS,334,1,1,0,2,1,10,10,10,10,10,1,1
PHX,DRO,699,0,2,10,0,10,0,0,0,10,10,10,1
HNL,PHX,1137,0,0,0,10,0,0,0,0,10,10,10,0
LAS,PHX,5499,0,0,0,0,0,0,0,0,0,10,0,0
BRD,MSP,587,0,0,10,10,10,10,1,10,10,10,0,0
CLT,EWR,4120,1,1,2,2,0,2,2,1,2,10,10,0
TUL,ORD,2110,2,1,1,1,1,2,0,0,0,10,1,0
DCA,ATL,6461,0,1,1,0,0,1,0,2,2,10,0,0
MSP,MDW,3027,0,1,0,0,1,1,0,0,0,10,1,1
PHL,MDW,1892,1,1,1,1,1,1,0,0,10,10,1,1
IND,BWI,1021,0,1,1,1,0,1,0,0,10,10,10,10
PIA,ATL,898,1,0,2,10,0,10,10,2,10,10,10,1
BMI,ATL,877,0,1,0,0,1,0,10,10,10,10,10,1
MLI,ATL,760,1,0,10,10,10,10,10,10,10,10,10,10
JAN,ORD,568,1,2,1,1,10,1,2,1,1,10,2,1
DLH,ORD,1101,1,1,1,1,0,1,1,1,0,10,1,1
MLI,MSP,65,0,10,10,10,10,10,10,10,10,10,10,10
DCA,BNA,986,0,1,1,10,0,1,1,0,10,10,10,10
EWR,DCA,1515,2,2,2,2,2,2,2,2,2,10,2,2
SCE,ORD,660,1,2,1,1,10,1,2,10,2,10,2,1
DRO,PHX,698,0,1,10,0,10,0,0,0,10,10,0,1
SAN,SJC,3022,0,0,0,0,0,0,0,0,0,10,0,0
DCA,STL,973,1,1,1,0,10,1,10,2,10,10,10,0
MLI,DTW,210,1,0,10,10,10,10,10,10,10,10,1,10
STC,ORD,83,1,1,10,10,10,10,10,10,10,10,10,10
MDW,MCI,2474,1,1,0,1,1,1,0,10,0,10,1,1
MEM,HOU,624,1,0,1,10,1,1,10,0,10,10,10,10
SBN,DTW,1299,0,1,10,0,0,1,10,0,10,10,10,1
ATL,MCO,8202,0,1,0,0,1,1,10,10,0,10,1,0
SHV,ATL,2032,0,1,1,1,10,0,10,0,10,10,10,0
SAT,IAH,2303,1,10,0,0,1,0,2,1,10,10,10,1
PHL,DEN,2142,1,0,1,10,0,10,0,2,10,10,0,1
DCA,MKE,974,0,1,1,0,0,1,1,2,10,10,10,1
CLE,MSP,758,0,1,0,10,0,2,0,0,0,10,10,0
ROA,ORD,781,1,1,1,1,2,1,10,10,1,10,1,1
ATL,HOU,4071,0,1,0,0,1,0,10,0,0,10,0,1
GRR,CVG,172,1,0,10,10,10,10,10,10,10,10,10,10
AZO,MSP,117,1,1,10,10,10,10,10,10,10,10,0,10
LAN,MSP,518,1,10,10,10,10,10,10,10,10,10,0,1
MKE,BWI,874,0,1,1,0,10,0,10,0,10,10,10,0
SFO,SAN,6917,2,2,0,0,2,0,2,0,0,10,0,2
MKE,DCA,973,0,1,1,10,0,1,1,10,10,10,10,0
RDM,LAX,240,0,10,10,10,10,10,10,10,10,10,10,10
ABQ,DEN,1593,0,1,10,1,0,0,10,0,10,10,1,1
ORF,ORD,831,1,2,1,1,1,1,0,2,0,10,10,1
HOU,DCA,1253,1,1,1,0,0,1,10,0,2,10,1,0
BNA,DCA,992,0,1,1,10,0,1,1,2,10,10,10,0
MOT,MSP,830,0,0,10,10,10,0,0,1,10,10,1,10
CLT,ORD,4641,2,1,0,2,1,1,2,1,0,10,2,1
PHL,STL,610,1,10,1,10,10,10,10,10,10,10,10,10
DCA,EWR,1516,2,2,2,2,2,2,2,2,1,10,2,2
DCA,BOS,7686,1,1,1,0,2,1,0,2,0,10,0,0
MCO,PHL,4867,1,1,1,10,0,0,10,2,0,10,0,0
FAT,DEN,1012,0,10,10,0,10,0,10,10,10,10,1,1
EWR,XNA,229,2,2,2,2,10,1,10,2,10,10,10,10
CLE,DCA,1388,2,2,2,10,1,2,1,1,1,10,10,10
STL,DCA,973,1,1,1,10,10,1,1,2,0,10,10,10
EWR,PVD,396,2,2,2,10,10,10,10,1,10,10,10,2
MSY,DCA,754,0,1,1,0,10,1,10,10,10,10,10,10
EWR,ORD,3706,1,1,1,0,1,0,0,2,0,10,1,1
DCA,DAL,2515,0,1,1,0,0,1,0,2,0,10,0,1
DCA,MSY,706,0,1,1,0,10,10,10,10,10,10,10,0
BOI,SFO,1397,1,1,10,10,0,0,0,10,1,10,10,1
ORD,CHA,381,2,1,1,10,10,2,2,10,10,10,1,1
SAN,SFO,6942,2,2,0,0,2,0,2,0,0,10,0,2
MIA,DCA,2974,1,1,1,10,10,0,1,2,0,10,10,10
BOS,PHL,5313,1,1,1,2,0,0,0,2,0,10,0,0
GRR,EWR,488,2,2,2,2,2,2,2,2,1,10,0,2
LGA,ORF,515,0,0,0,2,0,2,10,10,10,10,10,10
SAV,IAD,87,1,10,10,10,10,10,10,10,10,10,10,10
ATL,DCA,6466,1,1,1,0,0,1,0,2,2,10,10,0
DCA,TPA,2686,0,1,1,10,10,1,10,2,0,10,10,10
DCA,CLE,1385,2,2,2,10,10,2,1,1,10,10,2,10
BWI,BDL,2199,1,1,1,1,0,1,0,2,2,10,10,1
PHL,ATL,6621,1,1,1,10,1,0,10,0,0,10,0,0
BWI,BOS,4412,1,1,1,10,1,1,1,2,10,10,0,0
EWR,ROC,747,2,2,2,2,2,2,10,2,2,10,2,2
LAX,SJC,6341,0,0,0,0,0,0,0,0,0,10,0,0
PHX,LAX,7380,0,0,1,0,0,0,0,0,0,10,0,1
ATL,BWI,5838,1,1,1,0,1,1,0,0,0,10,0,0
DCA,RSW,815,1,1,1,0,10,10,10,2,10,10,10,10
PHL,MCO,4869,1,1,1,10,0,0,10,2,0,10,10,0
MSP,IMT,334,1,1,10,10,10,10,10,10,10,10,10,10
PSP,MSP,155,0,10,10,10,10,10,10,10,10,10,10,10
ORF,LGA,402,1,1,1,2,0,2,10,10,10,10,10,10
CMH,BWI,1423,0,1,1,10,0,1,0,0,10,10,10,10
LGA,DTW,4426,1,1,1,0,2,2,2,0,2,10,10,2
EWR,DTW,2173,2,2,2,2,2,2,2,1,10,10,10,10
CHA,ORD,381,2,1,1,10,10,2,0,10,10,10,1,1
DCA,HOU,1262,0,1,1,0,0,1,0,2,0,10,10,0
BDL,BWI,2217,1,1,1,0,10,1,0,2,10,10,10,10
ATL,EWR,5091,1,1,1,0,1,1,0,0,10,10,10,0
PHL,BOS,5317,1,1,1,2,0,0,0,2,0,10,10,0
LAX,SLC,5538,0,0,0,10,10,0,2,0,10,10,0,0
DTW,LGA,4429,1,1,1,2,2,2,2,0,2,10,2,1
IAD,GSO,63,1,10,10,10,10,10,10,10,10,10,10,10
EWR,ATL,5097,1,1,1,0,0,0,0,0,10,10,10,0
IAD,CMH,36,1,10,10,10,10,10,10,10,10,10,10,10
DCA,FLL,2468,1,1,1,10,10,10,0,2,10,10,0,10
CHS,LGA,150,0,0,0,10,10,10,0,10,10,10,10,1
MCI,IAH,1698,2,10,10,1,1,0,0,0,2,10,2,2
DCA,MIA,2973,1,1,1,10,10,0,1,1,0,10,10,10
CLE,JFK,304,1,1,2,2,10,2,10,2,2,10,2,10
BOS,DCA,7687,1,1,1,0,2,1,0,2,0,10,0,0
IMT,MSP,334,1,1,10,10,10,10,10,10,10,10,10,10
BWI,CMH,1414,1,1,1,10,0,1,0,2,2,10,10,10
TPA,DCA,2684,1,1,1,10,10,0,10,0,2,10,0,10
BUR,OAK,3759,0,0,0,0,0,0,0,0,0,10,0,0
PHL,PIT,883,1,1,1,10,1,0,0,1,0,10,10,10
SYR,EWR,518,2,2,2,10,10,10,2,10,10,10,2,2
FLL,DCA,2468,1,1,1,10,10,0,0,2,10,10,10,0
BUR,SMF,2102,0,0,0,0,10,0,0,0,0,10,0,0
LGA,SDF,297,1,1,1,0,10,10,10,10,10,10,0,10
KOA,SFO,694,0,0,0,0,0,10,10,0,10,10,10,0
DTW,ERI,108,1,1,10,10,10,10,10,10,10,10,10,10
DAL,DCA,2521,0,1,1,0,0,1,0,10,0,10,2,1
CMH,IAD,35,1,10,10,10,10,10,10,10,10,10,10,10
LAS,BUR,3080,0,0,2,0,0,0,0,0,0,10,0,10
OAK,BUR,3734,0,0,0,0,0,0,0,0,0,10,0,0
JFK,CLE,304,1,1,1,2,10,2,2,0,10,10,1,10
PIT,PHL,929,1,1,0,0,0,0,0,2,0,10,0,10
ERI,DTW,108,1,1,10,10,10,10,10,10,10,10,10,10
SMF,BUR,2092,0,0,0,10,10,0,0,0,0,10,0,0
DTW,GRR,1342,1,0,10,10,10,10,10,10,10,10,1,1
EWR,GRR,364,2,2,2,2,2,2,2,2,10,10,2,2
FLL,LGA,5307,1,1,1,0,0,1,0,0,0,10,0,0
BHM,LGA,490,0,0,0,0,1,1,0,0,0,10,10,0
EWR,GSO,862,2,2,2,2,2,2,2,1,2,10,2,2
SDF,LGA,301,1,1,1,0,10,10,10,10,10,10,0,1
ORD,MSY,1399,0,1,0,0,1,0,0,10,2,10,10,1
GRR,DTW,1399,1,1,10,0,10,10,10,10,10,10,1,10
ORD,BOI,543,1,1,1,10,10,2,1,0,0,10,10,1
SJC,SNA,2710,0,0,0,10,0,0,0,0,0,10,0,1
RSW,DCA,815,1,1,1,0,10,10,2,2,0,10,10,10
LAX,BOI,675,1,10,10,10,10,0,10,10,10,10,0,10
LGA,MYR,667,1,1,1,2,1,1,1,1,2,10,2,2
RDU,BOS,1526,1,1,0,10,0,2,10,10,0,10,10,10
PIT,MCO,1473,0,10,0,10,0,0,0,1,0,10,2,0
LGA,FLL,5304,1,1,1,0,0,1,0,0,0,10,0,0
EWR,BOS,4442,1,1,1,0,1,0,0,0,2,10,10,0
DTW,ELM,1431,0,0,0,10,10,10,10,10,0,10,1,1
SLC,EUG,624,1,10,10,10,10,10,10,10,10,10,10,10
MYR,ACY,334,2,10,1,10,10,2,1,10,10,10,1,1
SEA,DEN,5099,0,0,10,0,0,0,0,0,10,10,1,1
OAK,PHX,2532,0,0,10,0,0,0,10,0,0,10,0,0
EWR,HOU,870,1,1,1,2,10,1,10,2,2,10,0,10
SFO,LGB,999,0,1,0,10,10,10,10,0,10,10,10,0
CID,ATL,884,0,0,1,1,10,0,10,10,10,10,1,10
IMT,RHI,286,1,10,1,10,0,10,1,10,10,10,1,1
EUG,SLC,624,1,10,10,10,10,10,10,10,10,10,10,10
MSP,ATL,4714,0,1,10,10,0,10,10,0,10,10,10,1
IAD,JFK,950,1,1,1,2,2,2,0,2,0,10,2,2
BOI,ORD,546,1,1,10,10,1,2,1,0,0,10,1,1
HOU,EWR,862,1,1,1,2,10,1,10,2,2,10,10,10
MCO,PIT,1464,0,0,0,10,0,1,0,1,0,10,2,10
IAD,MSP,591,1,0,0,10,10,0,10,10,10,10,10,10
RST,MSP,406,1,1,10,10,10,0,1,10,10,10,2,10
SEA,SFO,6845,0,0,0,0,0,0,0,0,0,10,1,1
LGB,SFO,998,0,2,0,10,10,10,0,0,10,10,10,0
DTW,APN,573,1,1,1,0,1,0,0,0,2,10,1,1
BUF,BWI,1808,0,1,1,0,10,1,10,2,2,10,10,0
LAS,MKE,1099,0,1,10,10,0,0,10,0,10,10,10,1
MDW,DTW,2815,0,1,1,0,1,1,0,2,10,10,1,1
BNA,BWI,1883,0,1,1,10,0,1,1,0,0,10,0,0
ELM,DTW,1430,0,1,1,10,10,10,10,10,0,10,1,10
OMA,DEN,2083,0,1,0,1,10,1,10,10,10,10,1,1
MDW,LGA,2184,1,1,1,1,2,1,0,0,2,10,1,1
MSP,CLT,2130,0,1,0,10,10,10,10,10,0,10,0,10
LAS,MIA,1395,0,10,10,10,10,0,10,0,0,10,10,0
MCI,DCA,638,0,1,1,10,10,0,10,1,10,10,10,0
FLL,SWF,335,0,10,10,10,10,10,10,10,10,10,10,10
LGA,CHO,395,0,0,0,0,0,2,0,2,0,10,0,10
BWI,BNA,1897,0,1,1,10,0,1,0,0,0,10,10,0
CMH,MDW,1840,1,1,1,0,10,1,0,0,2,10,1,1
LGA,MDW,2219,1,1,1,1,2,1,0,0,2,10,1,1
MKE,BOS,610,1,1,1,0,10,1,10,10,10,10,10,10
SLC,BOI,1579,1,10,10,10,10,10,10,10,10,10,10,10
SEA,ONT,898,0,0,0,0,10,0,10,10,10,10,10,10
ATL,MDW,4544,0,1,0,1,1,1,0,2,10,10,1,1
CHO,LGA,396,0,0,0,0,0,2,2,2,2,10,2,10
MCO,LGA,3916,1,1,1,0,0,2,2,2,10,10,0,0
SAT,DAL,3059,0,1,1,0,1,0,0,0,0,10,0,10
SAN,BOI,334,1,10,10,10,0,10,10,1,1,10,10,1
BWI,PIT,962,0,1,1,10,0,0,0,2,10,10,10,10
DCA,IAH,2039,0,1,1,0,0,0,0,0,0,10,10,1
LEX,ATL,2280,0,1,1,0,0,1,10,1,10,10,1,1
HOU,LAS,1424,0,10,0,10,1,1,10,10,10,10,0,10
LGA,ATL,8215,1,1,1,0,2,2,2,0,0,10,0,0
SWF,FLL,334,0,10,10,10,10,0,10,0,10,10,10,10
BOI,SLC,1578,1,10,10,10,10,10,0,10,10,10,10,0
CLT,CMH,21,0,10,10,10,10,10,10,10,10,10,10,10
CVG,LGA,108,0,0,10,10,10,10,10,10,1,10,10,0
WRG,KTN,332,0,0,10,0,0,10,10,10,0,10,10,1
PNS,BNA,598,0,1,1,10,10,10,10,10,10,10,10,10
ICT,MSP,633,0,10,0,10,10,0,10,10,10,10,10,10
BNA,MDW,2084,1,1,1,1,1,1,0,1,10,10,1,1
ONT,SEA,900,0,0,0,0,10,0,10,10,0,10,10,10
IAD,LAX,3606,1,2,0,0,0,0,0,0,0,10,0,0
LAS,SAT,1279,0,10,0,10,0,10,0,10,10,10,0,10
CMH,CLT,21,0,10,10,10,10,10,10,10,10,10,10,10
LGA,MCO,3913,1,1,1,0,2,2,2,2,10,10,0,0
IAH,BOI,331,1,10,10,1,10,10,10,1,10,10,10,10
EWR,MDW,1822,1,1,1,1,1,0,2,1,2,10,1,1
BOI,SAN,333,1,10,10,10,10,10,10,10,10,10,10,0
HOU,MDW,2087,1,1,0,0,1,1,10,0,10,10,1,1
MDW,HOU,2077,0,1,0,10,1,1,10,10,10,10,1,1
LAX,GEG,158,1,10,10,10,10,10,10,10,10,10,10,10
ANC,BET,896,0,1,10,0,0,0,10,1,0,10,1,1
MDW,EWR,1804,1,1,1,2,1,1,2,1,2,10,1,1
MDW,ICT,613,1,1,1,10,1,10,10,10,10,10,1,1
LGA,OMA,138,0,0,0,0,0,10,10,10,10,10,0,0
MCI,HOU,601,0,1,0,10,0,10,10,10,10,10,10,10
BET,ANC,896,0,1,0,0,0,0,10,1,1,10,1,1
DTW,MDW,2798,1,1,0,0,1,1,0,0,10,10,1,1
DEN,MDW,2715,1,1,1,1,1,1,1,1,10,10,1,1
DTW,AZO,381,1,1,1,1,10,0,10,10,10,10,1,1
AZO,DTW,385,1,0,1,10,10,0,10,10,10,10,1,1
OMA,MDW,1677,0,1,1,1,1,1,0,1,10,10,1,1
BOS,BWI,4431,1,1,1,10,0,1,1,2,10,10,0,1
RIC,DTW,877,0,0,1,10,10,10,10,0,0,10,10,1
ICT,MDW,613,1,1,0,10,10,1,10,10,10,10,1,1
MDW,CMH,1821,0,1,1,0,1,1,0,0,10,10,1,1
CLE,MDW,1823,0,1,0,1,1,1,0,0,10,10,1,1
SLC,SJC,1671,0,10,10,0,10,10,0,10,10,10,10,1
TPA,PHX,997,2,0,10,10,0,10,10,0,0,10,10,10
TUS,DEN,1879,1,1,0,0,1,0,0,10,10,10,1,1
IDA,DEN,905,1,1,10,10,10,1,1,10,0,10,1,1
BWI,HOU,1067,0,1,1,10,0,1,10,2,10,10,10,0
MSY,HOU,3052,0,0,0,0,0,0,0,0,0,10,0,0
GEG,LAX,159,1,10,10,10,10,10,10,10,10,10,10,0
MDW,ATL,4533,1,1,1,0,1,1,0,2,10,10,1,1
DFW,JAX,1254,0,1,1,10,1,1,1,10,10,10,10,1
MDW,CLE,1813,0,1,1,1,1,1,0,10,10,10,1,1
CMH,JFK,568,1,1,2,2,2,2,2,2,2,10,2,10
ATL,BOS,4685,1,1,1,0,0,10,0,0,10,10,10,0
ATL,TPA,7076,0,1,10,10,0,1,10,2,10,10,10,1
JFK,ROC,1102,1,1,2,0,2,0,10,0,2,10,2,2
HOU,ELP,904,0,10,10,10,1,1,10,2,0,10,10,1
BWI,BUF,1803,0,1,1,10,10,1,10,2,2,10,10,0
ATL,OAJ,1136,0,1,10,10,10,0,10,1,10,10,10,1
JFK,PHX,2326,1,1,1,2,2,0,0,0,10,10,0,1
MSP,DIK,597,1,1,10,0,10,0,10,10,10,10,10,10
ATL,ASE,100,0,1,10,10,10,10,10,10,10,10,10,10
ORD,RDU,1894,0,1,1,1,0,0,0,1,0,10,1,1
ATL,DTW,4861,0,1,10,10,0,0,1,1,0,10,2,0
LIT,MDW,332,1,1,1,10,10,1,0,10,10,10,10,1
TUL,MDW,334,1,0,10,10,10,1,10,10,10,10,1,1
ELP,HOU,923,0,10,10,10,1,0,10,0,0,10,1,1
ATL,PHL,6608,1,1,1,10,0,0,10,0,0,10,10,0
ORD,BIS,333,2,1,10,2,10,2,10,10,10,10,1,1
MCO,CLE,1383,0,0,0,10,0,0,10,10,10,10,10,1
SFO,EWR,5025,1,1,1,0,0,0,0,0,0,10,10,0
CHS,MDW,548,1,1,10,10,1,0,1,0,10,10,1,1
ORD,SDF,1016,2,1,1,2,10,2,2,1,10,10,1,2
SLC,JAC,948,1,2,10,10,10,10,10,10,10,10,10,10
LAX,SFO,13457,0,2,0,0,0,0,0,0,0,10,0,2
DEN,GUC,277,1,1,1,10,10,1,10,0,10,10,10,10
ROC,JFK,1102,1,1,2,0,2,0,10,0,2,10,2,2
DEN,JAC,950,2,2,10,10,10,0,10,10,1,10,10,1
DIK,MSP,597,0,1,10,0,10,0,10,10,10,10,10,10
DTW,IAH,2010,2,1,2,0,0,0,2,0,0,10,1,1
CMH,MCO,1052,0,1,10,10,10,1,0,10,10,10,10,10
LGA,TYS,73,1,1,1,10,10,10,10,10,10,10,10,10
FLL,MKE,370,1,1,10,10,10,0,10,10,10,10,10,1
OAJ,ATL,1136,0,1,0,10,10,1,0,2,0,10,10,1
DEN,SBA,649,0,10,10,10,10,1,10,10,10,10,1,1
DAL,SAT,3031,0,1,1,10,1,0,0,10,10,10,0,0
SFO,MIA,1022,0,10,0,10,10,10,10,10,10,10,10,10
BNA,HOU,1225,0,1,1,10,1,0,0,0,10,10,0,10
ORD,PIT,1921,2,1,1,2,0,0,0,0,0,10,1,1
DFW,RAP,522,1,1,0,10,1,10,10,10,10,10,10,10
JAX,DFW,1255,0,1,1,10,1,1,1,10,10,10,10,1
BNA,JFK,334,1,1,2,2,2,2,10,0,10,10,2,10
PIT,BWI,946,0,1,1,10,10,1,0,0,10,10,0,10
DTW,LAN,441,0,1,10,10,10,10,10,10,10,10,1,1
SBN,ORD,1144,1,2,1,1,0,2,1,1,0,10,2,1
GUC,DEN,279,1,1,0,10,10,1,1,0,10,10,10,10
JAC,SFO,169,1,1,10,10,10,10,10,0,10,10,10,2
JAC,SLC,948,1,2,10,10,10,10,10,10,10,10,10,10
COU,ORD,648,2,1,1,0,0,2,10,0,0,10,1,1
JAC,ORD,260,1,1,10,0,10,0,10,10,10,10,10,1
ASE,ATL,101,0,1,1,10,10,10,10,10,10,10,10,1
SFO,LAX,13744,0,2,0,0,0,0,0,0,0,10,0,2
SFO,JAC,169,1,1,10,10,10,10,1,10,10,10,10,1
RDM,SLC,598,1,1,10,10,10,10,10,10,0,10,10,10
ORD,EAU,668,1,1,1,1,1,0,1,1,10,10,1,1
ORD,SBN,1145,2,2,2,1,10,1,1,1,1,10,1,1
ORD,AVP,506,2,2,1,1,2,2,10,1,10,10,2,2
MDW,PVD,892,1,1,0,1,1,1,0,0,10,10,1,1
ORD,CHS,961,2,2,2,1,2,10,0,10,10,10,2,2
SDF,ORD,1289,2,1,1,2,10,1,0,1,10,10,1,2
BIS,ORD,333,2,1,10,2,10,2,0,1,10,10,1,1
SEA,MDW,1023,0,1,10,10,10,1,2,10,10,10,10,10
DTW,BUF,796,0,0,10,10,10,10,10,10,10,10,10,10
SLC,TWF,815,1,10,10,10,10,10,10,0,10,10,10,10
